lac, lon, lat, adr
7816,30.3776583333333,59.9259444444444,Россия_Санкт-Петербург_ _Центральный_Невский пр_ д. 141_ лит. А.
7826,30.27193,60.02812,Россия_Санкт-Петербург_Санкт-Петербург_Приморский_ул. Автобусная д. 3
7808,30.27193,60.02812,Россия_Санкт-Петербург_Санкт-Петербург_Приморский_ул. Автобусная д. 3
4701,30.41,59.7327777777778,Россия_Санкт-Петербург_Пушкин_Пушкинский_ ул. Школьная_ д.35
7831,30.49328,59.95211,Россия_Санкт-Петербург_Санкт-Петербург_Красногвардейский_пр. Энтузиастов 49_ корп.1
4706,30.4686666666667,60.8394555555556,Россия_Ленинградская область_Владимировка_Приозерский_в/ч (для о.Коневец)
7807,30.31862,59.88753,Россия_Санкт-Петербург_Санкт-Петербург_Московский_пр.Московский_ 121
4702,29.2472222222222,59.406,Россия_Ленинградская область_Большая Вруда_Волосовский_ 
7805,30.49328,59.95211,Россия_Санкт-Петербург_Санкт-Петербург_Красногвардейский_пр. Энтузиастов 49_ корп.1
4736,30.4686666666667,60.8394555555556,Россия_Ленинградская область_Владимировка_Приозерский_в/ч (для о.Коневец)
7810,30.27193,60.02812,Россия_Санкт-Петербург_Санкт-Петербург_Приморский_ул. Автобусная д. 3
7803,30.31579,59.96948,Россия_Санкт-Петербург_Санкт-Петербург_Петроградский_пр. Медиков_ д. 3_ лит. А
7811,30.31579,59.96948,Россия_Санкт-Петербург_Санкт-Петербург_Петроградский_пр. Медиков_ д. 3_ лит. А
7820,29.7780555555556,59.9945277777778,Россия_Санкт-Петербург_Кронштадт_Кронштадт_ул. Советская_ 35
4704,29.7780555555556,59.9945277777778,Россия_Санкт-Петербург_Кронштадт_Кронштадт_ул. Советская_ 35
4734,29.7780555555556,59.9945277777778,Россия_Санкт-Петербург_Кронштадт_Кронштадт_ул. Советская_ 35
4706,28.9677777777778,60.8586944444444,Россия_Ленинградская область_Возрождение_Выборгский_ 
4736,28.9677777777778,60.8586944444444,Россия_Ленинградская область_Возрождение_Выборгский_ 
7842,30.56050252,59.81288901,Россия_Санкт-Петербург_Металлострой_Колпинский_ул. Богайчука_ д.28
4701,30.4122222222222,59.8408333333333,Россия_Санкт-Петербург_Санкт-Петербург_Фрунзенский_ул.Бухарестская_ 128 корп.1
7811,30.391,59.8747583333333,Россия_Санкт-Петербург_Санкт-Петербург_Фрунзенский_ул.Белы Куна д.15
7816,30.4122222222222,59.8408333333333,Россия_Санкт-Петербург_Санкт-Петербург_Фрунзенский_ул.Бухарестская_ 128 корп.1
4706,29.15575,60.5549444444444,Россия_Ленинградская область_Лейпясуо_Выборгский_ж/д ст. "Лейпясуо"
7807,30.298929,59.913309,Россия_Санкт-Петербург_Санкт-Петербург_Адмиралтейский_9-я Красноармейская ул._ д. 10б
4736,29.15575,60.5549444444444,Россия_Ленинградская область_Лейпясуо_Выборгский_ж/д ст. "Лейпясуо"
7820,29.969756,60.072367,Россия_Санкт-Петербург_Сестрорецк_Курортный_Федотовская дорожка_ западнее дома 11_ литера А
